map_idx,method,step,coverage
8080,diffusion,2,0.16901061954159663
8080,diffusion,3,0.2217803107958506
8080,diffusion,4,0.3731190290704826
8080,diffusion,5,0.5000205010455533
8080,diffusion,6,0.5752798392718028
8080,diffusion,7,0.7271925868219279
8080,diffusion,8,0.8363196523022675
8080,diffusion,9,0.8801098856041658
8080,diffusion,10,0.9559022510148018
8080,baseline,1,0.10695395465168724
8080,baseline,2,0.16901061954159663
8080,baseline,3,0.2217803107958506
8080,baseline,4,0.3790643322809463
8080,baseline,5,0.49704784944032143
8080,baseline,6,0.5731272294887039
8080,baseline,7,0.643404813645496
8080,baseline,8,0.6712657345524622
8080,baseline,9,0.6719832711468285
8080,baseline,10,0.6819467792857435
8080,baseline,11,0.6890196400016401
8080,baseline,12,0.7188486612817254
8080,baseline,13,0.8765427036778876
8080,baseline,14,0.9653122309237772
8082,diffusion,1,0.11660133605697565
8082,diffusion,2,0.24824711533152985
8082,diffusion,3,0.40548225031745155
8082,diffusion,4,0.6674487936840943
8082,diffusion,5,0.7656379396013913
8082,diffusion,6,0.8097499033843096
8082,diffusion,7,0.8471815822889637
8082,diffusion,8,0.8837575222216087
8082,diffusion,9,0.9177662452382267
8082,diffusion,10,0.9738861591122399
8082,baseline,1,0.11660133605697565
8082,baseline,2,0.24824711533152985
8082,baseline,3,0.36473803345663336
8082,baseline,4,0.5237398553525092
8082,baseline,5,0.6646883453872909
8082,baseline,6,0.8512946502512008
8082,baseline,7,0.9260751946116049
8082,baseline,8,0.9564953348423784
8385,diffusion,1,0.11155098090965074
8385,diffusion,2,0.2361514325093106
8385,diffusion,3,0.5415970206152312
8385,diffusion,4,0.6024163514266444
8385,diffusion,5,0.6371953901645113
8385,diffusion,6,0.7891557432333363
8385,diffusion,7,0.83255623002258
8385,diffusion,8,0.8388903551215506
8385,diffusion,9,0.8394475235330342
8385,diffusion,10,0.8564851470631359
8385,diffusion,11,0.8769830796750828
8385,diffusion,12,0.8770417289815547
8385,diffusion,13,0.8770417289815547
8385,diffusion,14,0.8770417289815547
8385,diffusion,15,0.8770417289815547
8385,diffusion,16,0.8770417289815547
8385,diffusion,17,0.8770417289815547
8385,diffusion,18,0.8770417289815547
8385,diffusion,19,0.8770417289815547
8385,diffusion,20,0.8770417289815547
8385,baseline,1,0.11155098090965074
8385,baseline,2,0.2361514325093106
8385,baseline,3,0.5132987302425149
8385,baseline,4,0.6200404680214656
8385,baseline,5,0.620802909005601
8385,baseline,6,0.7552857687457846
8385,baseline,7,0.8359285651447171
8385,baseline,8,0.836133837717369
8385,baseline,9,0.8717339667458432
8385,baseline,10,0.8722324858508548
8385,baseline,11,0.8727896542623383
8385,baseline,12,0.8727896542623383
8385,baseline,13,0.8727896542623383
8385,baseline,14,0.8727896542623383
8385,baseline,15,0.8727896542623383
8385,baseline,16,0.8727896542623383
8385,baseline,17,0.8727896542623383
8385,baseline,18,0.8727896542623383
8385,baseline,19,0.8727896542623383
8385,baseline,20,0.8727896542623383
